"Date","Price","Open","High","Low","Vol.","Change %"
"03/04/2019","205.50","207.00","207.50","205.25","31.66M","-0.50%"
"03/01/2019","206.54","208.48","209.00","206.10","46.11M","-0.61%"
"02/28/2019","207.80","205.00","208.89","204.16","62.34M","1.17%"
"02/27/2019","205.40","206.05","206.90","203.90","54.15M","-0.19%"
"02/26/2019","205.80","204.80","205.80","202.90","50.83M","-0.03%"
"02/25/2019","205.86","205.50","208.60","204.20","70.93M","0.30%"
"02/22/2019","205.25","203.61","206.10","203.03","45.77M","0.90%"
"02/21/2019","203.41","207.55","207.87","202.30","68.16M","-1.68%"
"02/20/2019","206.89","203.90","206.89","203.23","66.81M","2.38%"
"02/19/2019","202.08","203.60","205.60","201.10","66.71M","-1.03%"
"02/18/2019","204.19","208.83","209.73","203.20","76.66M","-1.83%"
"02/15/2019","208.00","205.92","209.00","205.52","79.21M","1.75%"
"02/14/2019","204.43","208.50","209.85","201.70","155.83M","-4.43%"
"02/13/2019","213.90","219.62","220.70","213.10","85.23M","-2.37%"
"02/12/2019","219.10","214.80","219.45","214.60","73.72M","2.38%"
"02/11/2019","214.00","211.00","214.72","210.80","49.66M","1.70%"
"02/08/2019","210.43","210.00","211.93","208.70","51.80M","-0.27%"
"02/07/2019","211.01","216.00","216.65","210.60","69.25M","-2.58%"
"02/06/2019","216.59","217.90","218.15","215.41","46.16M","-0.58%"
"02/05/2019","217.85","216.00","218.55","214.61","46.69M","1.09%"
"02/04/2019","215.50","216.25","217.14","215.06","40.93M","-0.37%"
"02/01/2019","216.29","218.00","218.70","215.01","55.51M","-0.74%"
"01/31/2019","217.90","215.17","218.10","214.67","80.34M","2.23%"
"01/30/2019","213.14","213.80","215.70","212.22","59.32M","-0.22%"
"01/29/2019","213.61","209.71","214.49","206.91","63.96M","1.86%"
"01/28/2019","209.70","212.00","213.30","207.63","56.54M","-1.08%"
"01/25/2019","212.00","212.76","214.14","211.01","58.84M","-0.09%"
"01/24/2019","212.20","210.40","213.43","208.55","78.54M","0.86%"
"01/23/2019","210.40","207.78","212.00","207.52","79.77M","1.18%"
"01/22/2019","207.95","206.66","208.88","205.63","51.36M","0.38%"
"01/21/2019","207.17","208.91","210.20","207.17","55.52M","-0.61%"
"01/18/2019","208.44","204.60","208.44","203.83","74.34M","2.52%"
"01/17/2019","203.32","201.66","203.55","201.05","59.99M","1.02%"
"01/16/2019","201.26","198.64","201.30","198.02","62.47M","1.65%"
"01/15/2019","198.00","197.40","198.84","195.91","53.22M","0.61%"
"01/14/2019","196.80","195.70","197.44","194.00","44.77M","0.00%"
"01/11/2019","196.80","197.11","198.96","195.61","63.81M","0.03%"
"01/10/2019","196.75","196.25","197.64","195.03","56.38M","-0.13%"
"01/09/2019","197.00","192.71","197.00","192.10","70.71M","3.01%"
"01/08/2019","191.24","191.65","193.18","190.37","38.86M","0.13%"
"01/04/2019","190.99","188.00","190.99","187.77","32.58M","2.14%"
"01/03/2019","186.99","186.37","191.50","186.00","40.25M","0.37%"
"12/29/2018","186.30","186.90","187.00","185.31","9.17M","-0.11%"
"12/28/2018","186.50","185.78","187.22","184.98","39.83M","0.81%"
"12/27/2018","185.00","187.40","187.40","184.18","47.53M","0.87%"
"12/26/2018","183.40","183.90","185.50","182.35","30.13M","0.05%"
"12/25/2018","183.30","182.42","183.47","179.04","34.73M","-0.54%"
"12/24/2018","184.30","186.10","187.26","183.51","32.59M","-1.33%"
"12/21/2018","186.79","188.74","190.05","185.70","60.63M","-1.33%"
"12/20/2018","189.30","186.00","191.82","185.31","88.12M","0.24%"
"12/19/2018","188.85","185.50","188.85","184.35","61.95M","1.21%"
"12/18/2018","186.60","180.59","186.60","180.37","80.34M","2.36%"
"12/17/2018","182.30","184.63","186.96","182.11","59.88M","-1.42%"
"12/14/2018","184.93","188.50","189.10","183.73","73.31M","-2.24%"
"12/13/2018","189.17","190.25","191.55","188.56","43.51M","-0.67%"
"12/12/2018","190.45","193.30","193.90","190.45","50.99M","-1.10%"
"12/11/2018","192.57","192.15","193.80","190.20","54.87M","0.40%"
"12/10/2018","191.80","192.75","193.92","190.39","61.82M","-1.65%"
"12/07/2018","195.01","193.50","196.35","192.20","64.01M","1.47%"
"12/06/2018","192.19","194.00","194.23","190.11","64.56M","-1.94%"
"12/05/2018","196.00","195.70","196.80","194.05","49.77M","-1.51%"
"12/04/2018","199.00","200.30","200.70","196.93","58.01M","-0.65%"
"12/03/2018","200.30","197.99","201.90","197.58","81.82M","3.25%"
"11/30/2018","194.00","194.00","194.25","191.22","67.41M","-0.90%"
"11/29/2018","195.76","191.85","196.37","191.10","83.23M","2.92%"
"11/28/2018","190.20","191.60","193.27","189.45","60.38M","-0.43%"
"11/27/2018","191.03","189.98","192.45","188.11","87.81M","1.34%"
"11/26/2018","188.50","197.50","197.79","185.53","117.41M","-4.46%"
"11/23/2018","197.30","198.58","198.77","194.86","50.98M","-1.05%"
"11/22/2018","199.40","198.00","200.01","195.92","49.73M","0.96%"
"11/21/2018","197.50","194.21","198.40","193.38","58.48M","1.69%"
"11/20/2018","194.21","197.30","197.80","191.81","66.39M","-1.91%"
"11/19/2018","197.99","198.98","200.70","197.50","50.56M","-0.64%"
"11/16/2018","199.26","201.12","203.50","198.71","66.43M","-0.44%"
"11/15/2018","200.15","200.01","202.50","199.50","62.38M","0.48%"
"11/14/2018","199.20","195.21","199.56","193.18","83.07M","1.34%"
"11/13/2018","196.56","195.50","199.70","193.68","78.64M","-0.13%"
"11/12/2018","196.82","197.97","201.85","196.40","82.36M","0.55%"
"11/09/2018","195.75","200.32","201.96","194.33","96.10M","-3.52%"
"11/08/2018","202.89","201.98","204.70","200.10","94.74M","0.49%"
"11/07/2018","201.90","197.41","203.00","195.40","98.63M","2.07%"
"11/06/2018","197.80","194.50","197.85","193.73","65.90M","2.70%"
"11/02/2018","192.60","189.99","192.98","188.57","69.33M","2.08%"
"11/01/2018","188.67","189.50","191.36","186.70","77.59M","-0.60%"
"10/31/2018","189.80","186.20","189.80","184.83","66.89M","2.72%"
"10/30/2018","184.78","183.88","186.82","181.74","61.23M","-0.44%"
"10/29/2018","185.59","180.60","186.30","178.64","61.37M","2.54%"
"10/26/2018","181.00","185.77","185.85","178.27","92.87M","-3.06%"
"10/25/2018","186.71","185.51","188.75","184.03","80.11M","-0.69%"
"10/24/2018","188.01","182.50","189.25","180.50","106.81M","3.87%"
"10/23/2018","181.00","178.89","182.50","177.02","77.90M","0.17%"
"10/22/2018","180.70","184.86","187.72","180.03","92.85M","-1.69%"
"10/19/2018","183.80","191.15","191.70","183.80","96.95M","-3.77%"
"10/18/2018","191.00","193.50","194.20","190.80","49.39M","-1.57%"
"10/17/2018","194.05","198.47","198.80","192.92","79.03M","-1.02%"
"10/16/2018","196.05","190.02","196.20","189.00","64.06M","2.69%"
"10/15/2018","190.92","192.50","193.89","189.45","54.22M","-0.48%"
"10/12/2018","191.85","187.80","192.16","187.61","63.09M","3.55%"
"10/11/2018","185.27","184.85","187.83","182.30","125.36M","-2.43%"
"10/10/2018","189.89","192.00","195.12","188.81","67.34M","-0.71%"
"10/09/2018","191.25","193.50","196.04","188.70","86.12M","-0.31%"
"10/08/2018","191.85","187.00","193.60","182.51","82.50M","2.48%"
"10/05/2018","187.20","188.99","191.59","185.05","103.28M","-1.14%"
"10/04/2018","189.35","197.91","198.19","189.25","87.45M","-4.51%"
"10/03/2018","198.30","200.00","202.47","196.85","76.68M","-0.60%"
"10/02/2018","199.50","205.16","205.98","198.62","79.00M","-2.30%"
"10/01/2018","204.20","204.50","205.25","201.71","55.01M","0.43%"
"09/28/2018","203.32","204.93","205.67","200.10","101.84M","-0.38%"
"09/27/2018","204.10","195.00","204.10","194.56","101.33M","4.24%"
"09/26/2018","195.79","195.52","197.40","193.59","61.99M","0.12%"
"09/25/2018","195.55","199.70","201.00","195.06","90.06M","-1.61%"
"09/24/2018","198.75","194.60","199.06","194.29","76.00M","2.75%"
"09/21/2018","193.44","191.16","194.68","188.83","109.18M","1.19%"
"09/20/2018","191.16","194.30","197.73","191.16","133.00M","-1.41%"
"09/19/2018","193.90","192.30","193.97","191.47","61.07M","1.17%"
"09/18/2018","191.65","188.30","192.69","186.51","83.60M","1.88%"
"09/17/2018","188.11","190.00","192.07","186.60","67.03M","-0.32%"
"09/14/2018","188.71","185.00","189.00","182.53","127.91M","2.84%"
"09/13/2018","183.50","174.50","189.04","174.50","194.91M","5.52%"
"09/12/2018","173.90","170.20","175.19","169.40","93.57M","2.68%"
"09/11/2018","169.36","171.23","172.67","165.90","93.28M","-1.08%"
"09/10/2018","171.21","175.03","175.97","169.85","77.73M","-2.11%"
"09/07/2018","174.90","175.47","177.45","173.85","68.53M","-0.06%"
"09/06/2018","175.00","177.25","180.18","175.00","49.42M","-1.94%"
"09/05/2018","178.46","178.50","181.25","178.28","44.51M","-0.58%"
"09/04/2018","179.50","182.00","182.49","177.71","56.79M","-0.94%"
"09/03/2018","181.21","181.72","182.87","180.15","31.28M","-0.43%"
"08/31/2018","182.00","177.61","182.00","175.61","63.81M","2.25%"
"08/30/2018","178.00","184.61","185.57","177.25","66.29M","-3.00%"
"08/29/2018","183.50","182.77","183.85","181.31","39.29M","0.82%"
"08/28/2018","182.00","183.35","184.64","181.22","49.61M","-0.69%"
"08/27/2018","183.27","181.47","183.83","180.52","51.72M","1.60%"
"08/24/2018","180.39","178.00","180.39","172.80","133.26M","0.94%"
"08/23/2018","178.71","188.44","189.06","178.55","147.65M","-4.84%"
"08/22/2018","187.80","192.43","193.69","187.56","66.40M","-2.09%"
"08/21/2018","191.80","192.00","192.34","189.55","40.35M","0.31%"
"08/20/2018","191.20","190.99","193.99","190.64","49.44M","0.87%"
"08/17/2018","189.55","191.83","192.43","188.59","45.24M","-1.07%"
"08/16/2018","191.60","189.00","192.28","188.22","54.68M","1.93%"
"08/15/2018","187.98","192.35","194.00","186.53","77.73M","-2.48%"
"08/14/2018","192.76","192.98","195.98","188.20","82.75M","1.45%"
"08/13/2018","190.00","182.05","193.39","180.15","106.70M","2.07%"
"08/10/2018","186.15","194.00","196.85","183.01","113.59M","-4.98%"
"08/09/2018","195.90","189.99","195.90","182.06","160.34M","1.40%"
"08/08/2018","193.20","201.53","202.45","191.51","142.08M","-4.26%"
"08/07/2018","201.79","205.19","207.95","201.55","60.55M","-1.03%"
"08/06/2018","203.90","201.80","205.20","199.57","52.73M","0.84%"
"08/03/2018","202.21","206.49","206.55","202.00","74.17M","-2.12%"
"08/02/2018","206.60","208.54","211.72","205.13","58.12M","-1.90%"
"08/01/2018","210.60","213.50","215.20","210.57","37.67M","-1.98%"
"07/31/2018","214.86","211.09","214.94","210.24","45.26M","1.67%"
"07/30/2018","211.33","207.77","212.49","206.56","48.37M","1.16%"
"07/27/2018","208.90","210.00","211.22","205.58","58.63M","-0.52%"
"07/26/2018","210.00","215.70","216.51","209.11","59.75M","-1.73%"
"07/25/2018","213.70","211.00","215.45","208.34","76.87M","-0.81%"
"07/24/2018","215.45","209.00","215.45","208.92","54.14M","3.37%"
"07/23/2018","208.42","205.40","210.40","205.25","55.28M","2.00%"
"07/20/2018","204.34","207.77","210.95","201.10","126.70M","-1.52%"
"07/19/2018","207.50","216.90","217.11","206.56","93.33M","-4.06%"
"07/18/2018","216.28","222.00","224.00","215.64","61.20M","-2.80%"
"07/17/2018","222.50","227.00","227.00","220.52","62.59M","-2.41%"
"07/16/2018","227.99","230.10","231.00","226.42","35.58M","-0.81%"
"07/13/2018","229.85","227.30","230.86","227.22","39.65M","1.43%"
"07/12/2018","226.60","226.76","228.45","225.10","40.49M","-0.43%"
"07/11/2018","227.57","229.20","229.20","224.80","58.16M","-1.19%"
"07/10/2018","230.30","230.95","232.25","228.00","43.34M","0.13%"
"07/09/2018","230.00","228.50","231.24","228.20","50.07M","1.45%"
"07/06/2018","226.71","225.01","227.59","221.61","55.25M","0.97%"
"07/05/2018","224.54","217.50","224.54","216.85","53.74M","3.14%"
"07/04/2018","217.70","218.23","219.56","216.61","20.28M","-0.34%"
"07/03/2018","218.45","221.01","222.45","217.10","38.40M","-1.16%"
"07/02/2018","221.01","217.01","222.83","216.00","55.21M","1.38%"
"06/29/2018","218.00","210.10","218.30","210.09","76.71M","4.56%"
"06/28/2018","208.50","207.85","210.63","207.01","46.88M","0.26%"
"06/27/2018","207.95","201.85","209.33","198.55","81.13M","4.02%"
"06/26/2018","199.91","203.64","205.00","199.60","54.75M","-1.28%"
"06/25/2018","202.51","204.50","206.94","202.51","56.52M","-5.56%"
"06/22/2018","214.43","211.62","215.00","209.62","67.57M","1.92%"
"06/21/2018","210.40","212.25","214.16","208.62","65.10M","-0.85%"
"06/20/2018","212.20","207.00","212.37","207.00","60.99M","3.01%"
"06/19/2018","206.00","204.00","206.77","202.11","51.73M","-0.15%"
"06/18/2018","206.30","209.00","211.20","205.01","54.28M","-1.46%"
"06/15/2018","209.36","213.90","215.00","207.90","86.21M","-2.17%"
"06/14/2018","214.00","214.82","217.49","213.60","42.73M","-0.47%"
"06/13/2018","215.00","211.23","216.13","209.63","48.68M","2.21%"
"06/11/2018","210.35","212.50","213.61","208.33","28.26M","-1.06%"
"06/09/2018","212.60","211.50","213.27","211.50","6.51M","0.78%"
"06/08/2018","210.95","216.00","217.00","210.25","67.63M","-2.52%"
"06/07/2018","216.41","218.94","219.45","216.41","32.48M","-0.68%"
"06/06/2018","217.90","216.00","218.19","214.65","35.86M","1.09%"
"06/05/2018","215.56","220.00","220.79","214.51","51.37M","-2.02%"
"06/04/2018","220.00","221.13","222.67","218.57","32.26M","0.00%"
"06/01/2018","220.00","221.50","222.77","220.00","35.53M","-1.06%"
"05/31/2018","222.36","221.98","224.35","220.00","67.42M","0.61%"
"05/30/2018","221.01","219.30","221.55","217.88","48.63M","0.92%"
"05/29/2018","219.00","220.50","222.13","217.10","35.94M","-0.86%"
"05/28/2018","220.90","219.47","221.50","219.20","23.19M","0.41%"
"05/25/2018","220.00","222.51","223.48","219.00","50.14M","-0.91%"
"05/24/2018","222.01","221.91","223.70","221.12","37.21M","0.46%"
"05/23/2018","221.00","223.11","224.07","221.00","48.85M","-2.04%"
"05/22/2018","225.60","227.27","227.27","222.95","43.27M","-0.27%"
"05/21/2018","226.21","223.79","226.80","223.55","38.99M","1.80%"
"05/18/2018","222.20","225.70","228.16","222.20","60.33M","-1.70%"
"05/17/2018","226.05","230.01","231.25","226.05","43.46M","-1.63%"
"05/16/2018","229.80","230.88","232.00","226.70","70.16M","-0.69%"
"05/15/2018","231.39","237.50","237.50","230.40","53.01M","-2.70%"
"05/14/2018","237.80","236.21","237.80","234.03","34.77M","0.88%"
"05/11/2018","235.72","234.35","237.95","233.74","55.08M","0.86%"
"05/10/2018","233.70","228.50","234.14","228.37","72.20M","3.09%"
"05/08/2018","226.70","227.79","228.48","224.50","55.97M","-1.37%"
"05/07/2018","229.86","230.17","232.18","229.06","37.27M","0.57%"
"05/04/2018","228.55","229.58","230.94","225.70","48.16M","0.23%"
"05/03/2018","228.03","228.40","232.74","227.50","79.63M","-0.43%"
"05/02/2018","229.02","224.22","230.00","224.02","40.02M","0.89%"
"04/30/2018","226.99","224.50","228.20","221.58","39.36M","0.97%"
"04/28/2018","224.80","224.40","224.99","222.40","10.31M","0.40%"
"04/27/2018","223.91","221.36","224.43","217.62","81.94M","1.45%"
"04/26/2018","220.70","221.57","222.59","216.00","73.28M","0.11%"
"04/25/2018","220.45","220.15","223.78","218.20","69.68M","-1.14%"
"04/24/2018","223.00","225.90","228.43","221.30","83.96M","-0.11%"
"04/23/2018","223.25","216.48","223.50","213.22","116.95M","3.66%"
"04/20/2018","215.36","214.00","216.27","212.13","57.87M","0.89%"
"04/19/2018","213.45","217.34","222.22","212.00","133.53M","-1.12%"
"04/18/2018","215.87","209.00","219.93","208.25","174.04M","4.03%"
"04/17/2018","207.50","203.02","207.87","200.00","169.90M","8.04%"
"04/16/2018","192.06","199.36","208.00","191.50","199.70M","-6.17%"
"04/13/2018","204.70","213.37","216.70","203.14","106.93M","-3.54%"
"04/12/2018","212.21","214.55","218.39","208.50","126.95M","2.02%"
"04/11/2018","208.00","214.00","223.60","204.24","185.66M","-3.17%"
"04/10/2018","214.80","211.24","224.47","197.00","253.35M","0.85%"
"04/09/2018","213.00","255.05","255.30","205.00","250.02M","-17.04%"
"04/06/2018","256.76","260.64","262.32","256.01","40.26M","-2.00%"
"04/05/2018","262.00","257.25","262.89","255.92","52.78M","2.47%"
"04/04/2018","255.69","252.21","255.77","249.09","52.05M","1.63%"
"04/03/2018","251.60","250.01","251.93","245.38","63.81M","0.64%"
"04/02/2018","249.99","253.58","258.34","249.99","35.44M","-1.41%"
"03/30/2018","253.57","254.00","254.49","252.80","10.91M","0.26%"
"03/29/2018","252.90","252.12","255.60","252.12","33.63M","0.56%"
"03/28/2018","251.50","255.50","256.12","250.75","43.75M","-2.52%"
"03/27/2018","258.00","256.99","258.43","252.27","45.16M","1.18%"
"03/26/2018","255.00","262.00","264.87","255.00","56.90M","-2.67%"
"03/23/2018","262.00","259.02","264.25","259.02","46.29M","-1.32%"
"03/22/2018","265.50","269.97","271.80","264.10","55.55M","-1.26%"
"03/21/2018","268.88","258.00","270.00","257.23","69.91M","4.56%"
"03/20/2018","257.15","255.98","257.34","250.40","62.97M","0.84%"
"03/19/2018","255.00","257.80","259.81","250.01","42.50M","-0.45%"
"03/16/2018","256.15","255.29","257.98","249.76","91.87M","0.64%"
"03/15/2018","254.51","263.00","264.61","253.29","78.05M","-3.04%"
"03/14/2018","262.50","273.00","273.40","262.11","61.78M","-4.18%"
"03/13/2018","273.95","274.00","275.93","272.66","34.64M","-0.13%"
"03/12/2018","274.30","276.05","277.30","273.55","23.71M","-0.11%"
"03/09/2018","274.60","274.55","275.48","270.61","26.35M","0.22%"
"03/07/2018","274.00","272.99","276.72","270.15","50.00M","-0.01%"
"03/06/2018","274.03","278.50","281.50","274.03","40.61M","-1.07%"
"03/05/2018","277.00","273.70","278.84","273.50","34.11M","1.47%"
"03/02/2018","273.00","274.40","275.50","268.56","46.03M","-0.73%"
"03/01/2018","275.00","270.98","277.00","270.90","38.98M","0.95%"
"02/28/2018","272.40","276.00","277.41","272.00","53.01M","-2.09%"
"02/27/2018","278.21","280.82","280.99","276.61","40.01M","-0.63%"
"02/26/2018","279.97","279.00","285.00","278.59","67.73M","0.89%"
"02/22/2018","277.49","277.99","279.50","275.52","50.75M","-0.61%"
"02/21/2018","279.20","266.05","279.20","266.05","70.37M","4.48%"
"02/20/2018","267.22","266.85","267.80","264.72","24.75M","0.14%"
"02/19/2018","266.85","267.00","270.00","265.30","24.17M","-0.05%"
"02/16/2018","266.99","265.97","267.97","263.11","51.93M","0.91%"
"02/15/2018","264.58","267.53","268.77","264.00","60.91M","0.97%"
"02/14/2018","262.03","259.07","263.37","257.26","60.44M","1.44%"
"02/13/2018","258.30","255.87","258.62","254.70","43.73M","1.27%"
"02/12/2018","255.05","253.00","256.36","251.67","41.82M","1.98%"
"02/09/2018","250.11","249.03","252.89","244.13","81.98M","-1.22%"
"02/08/2018","253.19","256.40","259.76","253.19","37.20M","-1.70%"
"02/07/2018","257.58","263.90","264.37","256.26","53.64M","-0.53%"
"02/06/2018","258.94","250.00","262.55","248.10","85.98M","1.29%"
"02/05/2018","255.64","254.85","258.29","252.60","45.93M","-0.65%"
"02/02/2018","257.32","263.69","264.83","256.20","64.66M","-2.23%"
"02/01/2018","263.20","265.00","270.30","260.60","73.04M","-0.49%"
"01/31/2018","264.50","257.50","264.79","255.70","63.71M","2.60%"
"01/30/2018","257.80","248.53","258.96","247.91","65.62M","2.92%"
"01/29/2018","250.48","247.50","250.79","246.00","49.19M","1.41%"
"01/26/2018","247.00","249.30","251.23","245.93","35.23M","-1.45%"
"01/25/2018","250.64","247.90","251.65","247.58","55.00M","1.26%"
"01/24/2018","247.53","244.20","247.53","242.32","31.18M","1.28%"
"01/23/2018","244.40","244.77","246.25","241.67","43.98M","0.17%"
"01/22/2018","243.99","242.97","244.89","241.41","25.10M","0.64%"
"01/19/2018","242.45","245.15","245.98","240.68","39.00M","-1.24%"
"01/18/2018","245.50","240.50","246.69","240.00","64.16M","2.37%"
"01/17/2018","239.82","238.62","239.82","236.53","30.52M","0.08%"
"01/16/2018","239.64","239.01","240.00","236.01","25.48M","0.33%"
"01/15/2018","238.85","239.00","240.97","238.00","25.68M","0.46%"
"01/12/2018","237.75","238.92","239.00","236.05","30.90M","-0.52%"
"01/11/2018","239.00","237.76","240.88","235.21","43.07M","0.52%"
"01/10/2018","237.76","240.40","241.25","237.06","39.37M","-1.10%"
"01/09/2018","240.40","239.03","243.76","239.01","53.17M","0.75%"
"01/05/2018","238.60","238.89","239.95","236.70","31.58M","-0.08%"
"01/04/2018","238.80","232.13","239.50","231.00","53.60M","2.98%"
"01/03/2018","231.90","226.88","232.70","226.35","34.55M","2.98%"
"12/29/2017","225.20","224.12","226.20","223.27","18.92M","0.45%"
"12/28/2017","224.20","226.90","227.17","223.00","24.08M","-1.22%"
"12/27/2017","226.98","224.01","227.20","223.10","30.10M","1.53%"
"12/26/2017","223.57","223.90","223.98","221.00","12.30M","0.12%"
"12/25/2017","223.30","222.22","223.90","221.65","11.18M","0.84%"
"12/22/2017","221.44","223.68","224.64","221.12","21.52M","-0.97%"
"12/21/2017","223.60","226.46","227.39","222.35","34.75M","-1.06%"
"12/20/2017","226.00","224.28","226.68","222.70","34.20M","0.85%"
"12/19/2017","224.10","227.99","228.50","223.50","34.99M","-1.45%"
"12/18/2017","227.40","227.49","228.90","225.70","24.52M","0.38%"
"12/15/2017","226.53","228.90","229.79","225.57","42.53M","-1.47%"
"12/14/2017","229.90","222.11","229.90","221.10","55.63M","3.65%"
"12/13/2017","221.80","227.30","228.33","220.54","61.58M","-2.68%"
"12/12/2017","227.90","229.00","230.50","226.11","39.74M","0.09%"
"12/11/2017","227.69","221.40","227.69","221.10","34.54M","3.08%"
"12/08/2017","220.89","219.90","223.00","219.61","28.32M","0.49%"
"12/07/2017","219.81","223.83","224.79","219.23","38.23M","-1.76%"
"12/06/2017","223.75","222.65","224.90","221.57","23.14M","-0.07%"
"12/05/2017","223.91","224.00","224.55","222.00","27.89M","-0.31%"
"12/04/2017","224.60","222.00","226.00","219.55","45.16M","1.40%"
"12/01/2017","221.50","224.50","225.76","220.76","39.98M","-1.27%"
"11/30/2017","224.35","228.00","228.92","222.35","46.12M","-1.69%"
"11/29/2017","228.20","230.10","231.50","226.70","34.34M","-0.78%"
"11/28/2017","230.00","221.00","230.00","221.00","40.90M","1.43%"
"11/27/2017","226.76","228.40","229.04","225.00","24.03M","-0.54%"
"11/24/2017","228.00","225.40","228.00","222.15","44.28M","1.08%"
"11/23/2017","225.56","230.26","230.99","225.06","41.14M","-2.04%"
"11/22/2017","230.25","231.89","233.95","228.38","45.93M","-0.32%"
"11/21/2017","231.00","225.50","232.99","224.07","77.57M","2.85%"
"11/20/2017","224.60","225.70","225.97","223.16","18.85M","-0.47%"
"11/17/2017","225.65","227.90","228.00","224.10","37.96M","-0.81%"
"11/16/2017","227.50","227.79","228.58","219.09","85.86M","0.69%"
"11/15/2017","225.95","222.50","227.75","221.54","72.21M","2.06%"
"11/14/2017","221.40","216.50","222.20","215.96","45.91M","2.21%"
"11/13/2017","216.61","217.70","223.99","215.78","50.94M","-0.50%"
"11/10/2017","217.70","221.00","229.40","216.61","143.57M","-1.07%"
"11/09/2017","220.05","209.51","221.50","209.12","116.65M","5.24%"
"11/08/2017","209.09","205.95","211.77","204.06","88.29M","1.52%"
"11/07/2017","205.96","196.50","206.70","195.56","135.17M","6.27%"
"11/03/2017","193.80","194.77","195.75","193.20","30.62M","-0.03%"
"11/02/2017","193.85","193.78","195.12","192.38","33.75M","-0.10%"
"11/01/2017","194.05","194.49","197.05","193.33","40.29M","0.13%"
"10/31/2017","193.80","194.81","196.36","193.80","25.64M","-0.62%"
"10/30/2017","195.00","196.32","197.70","195.00","31.94M","-0.54%"
"10/27/2017","196.05","193.53","196.18","192.87","46.80M","1.71%"
"10/26/2017","192.75","192.65","193.50","190.72","25.63M","0.37%"
"10/25/2017","192.04","193.00","194.37","192.04","32.30M","-0.24%"
"10/24/2017","192.50","191.64","192.92","190.13","28.26M","0.08%"
"10/23/2017","192.34","193.41","193.64","190.82","26.95M","-0.33%"
"10/20/2017","192.97","193.60","194.14","192.23","29.00M","0.40%"
"10/19/2017","192.20","195.26","195.69","191.81","40.36M","-1.59%"
"10/18/2017","195.31","197.50","197.89","194.01","43.55M","-0.96%"
"10/17/2017","197.20","197.30","198.00","196.07","26.24M","-0.25%"
"10/16/2017","197.70","197.53","198.52","196.70","26.98M","0.62%"
"10/13/2017","196.48","195.62","197.29","195.20","30.34M","0.50%"
"10/12/2017","195.51","195.85","196.75","194.95","34.97M","-0.16%"
"10/11/2017","195.83","193.95","196.75","193.56","58.00M","1.36%"
"10/10/2017","193.21","194.30","194.45","192.95","17.83M","-0.41%"
"10/09/2017","194.00","194.20","194.90","192.58","27.76M","-0.08%"
"10/06/2017","194.16","194.30","196.42","193.67","52.40M","0.22%"
"10/05/2017","193.74","192.00","193.93","189.06","49.47M","0.89%"
"10/04/2017","192.03","192.49","192.59","191.22","26.54M","-0.24%"
"10/03/2017","192.50","193.28","193.87","192.13","28.66M","-0.26%"
"10/02/2017","193.00","192.76","194.10","191.10","35.95M","0.35%"
"09/29/2017","192.33","192.00","192.94","190.80","26.33M","0.19%"
"09/28/2017","191.96","193.68","194.30","191.53","39.11M","-0.90%"
"09/27/2017","193.70","192.94","194.29","191.20","55.03M","0.60%"
"09/26/2017","192.54","191.56","195.00","191.54","82.08M","0.70%"
"09/25/2017","191.20","187.37","191.38","186.37","64.18M","1.95%"
"09/22/2017","187.55","187.35","188.77","186.77","37.31M","0.09%"
"09/21/2017","187.38","186.40","188.37","183.80","41.62M","0.49%"
"09/20/2017","186.47","184.50","186.47","182.65","50.03M","0.88%"
"09/19/2017","184.85","187.68","187.72","184.55","41.40M","-1.70%"
"09/18/2017","188.04","189.56","190.37","187.31","29.58M","-0.38%"
"09/15/2017","188.75","188.73","189.30","186.72","44.78M","0.06%"
"09/14/2017","188.64","189.00","189.39","186.00","38.05M","-0.24%"
"09/13/2017","189.10","189.32","190.95","188.40","47.81M","-0.12%"
"09/12/2017","189.32","191.03","192.31","188.14","50.54M","-0.62%"
"09/11/2017","190.50","186.70","191.30","186.51","61.68M","2.48%"
"09/08/2017","185.89","184.10","187.43","183.77","60.69M","1.03%"
"09/07/2017","184.00","183.47","185.25","183.32","45.67M","0.48%"
"09/06/2017","183.12","183.25","183.73","181.47","33.52M","-0.55%"
"09/05/2017","184.14","184.39","185.59","183.33","34.34M","0.02%"
"09/04/2017","184.10","181.51","185.27","180.93","25.72M","0.24%"
"09/01/2017","183.66","183.85","185.33","182.02","34.36M","0.08%"
"08/31/2017","183.51","182.99","186.33","181.71","64.27M","0.01%"
"08/30/2017","183.50","182.50","184.48","180.85","48.55M","0.89%"
"08/29/2017","181.89","182.00","182.00","179.51","46.13M","0.02%"
"08/28/2017","181.85","180.60","181.85","179.20","27.96M","0.74%"
"08/25/2017","180.51","180.85","182.25","179.60","68.79M","0.39%"
"08/24/2017","179.80","175.50","179.94","175.30","78.59M","2.57%"
"08/23/2017","175.30","171.00","175.30","170.98","55.47M","2.51%"
"08/22/2017","171.00","171.20","171.70","169.70","37.86M","0.65%"
"08/21/2017","169.90","169.77","170.69","168.50","36.73M","0.24%"
"08/18/2017","169.50","171.71","171.71","168.13","52.38M","-1.86%"
"08/17/2017","172.72","172.50","173.99","172.27","26.05M","-0.19%"
"08/16/2017","173.05","172.95","175.30","172.83","41.84M","0.42%"
